crop_type,yield_per_acre,sowing_date,harvest_date,soil_nutrient_levels,rainfall,temperature,farmer_id,subsidy_amount,disbursement_date,soil type,crop name,location,Amount paid,Water usage(Litres),Electricity,Workers,Number of Acres
soybeans,46.67,2/14/2020,12/19/2022,medium,47.43,53.14,601,8562.61,4/18/2020,Saline,Sorghum,Telangana,6945,540,FALSE,7,481
wheat,52.19,11/13/2022,11/15/2022,low,39.61,-5.12,602,140.85,6/29/2020,Peaty,Millets,Rajasthan,7674,474,FALSE,6,637
rice,89.2,9/25/2021,1/29/2020,low,22.5,112.61,603,7524.21,04-05-2021,Saline,Bajra (Pearl Millet),Punjab,6498,520,TRUE,4,608
rice,54.11,9/28/2022,3/13/2020,medium,11.87,100.72,604,8790.2,10/19/2022,Clayey,Sunflower,Gujarat,7628,929,FALSE,8,477
rice,63.18,03-10-2022,02-03-2020,high,46.44,42.13,605,3874.94,2/17/2021,Loamy,Pulses,Rajasthan,4098,898,FALSE,1,974
cotton,31.3,5/22/2020,1/25/2021,low,46.51,37.66,606,7172.33,10-09-2020,Laterite,Potato,Uttarakhand,9956,135,FALSE,3,869
rice,21.89,3/21/2022,11/27/2022,medium,5.84,-9.83,607,3384.26,11/20/2021,Black,Groundnut,Karnataka,4438,714,TRUE,3,947
soybeans,15.74,4/14/2022,8/17/2021,high,24.17,8.06,608,9157.4,6/30/2021,Desert,Peanut,Bihar,7514,552,TRUE,6,400
cotton,99.33,01-12-2022,11/29/2022,medium,7.27,94.16,609,2558.09,05-11-2021,Clayey,Peanut,Odisha,5285,853,TRUE,8,336
corn,31.38,08-03-2020,7/25/2022,medium,13.59,0.66,610,86.15,3/25/2021,Red,Maize,Telangana,7763,610,TRUE,4,825
rice,88.07,10/13/2020,04-02-2022,low,15.62,37.6,611,3389.09,2/14/2021,Desert,Date Palm,Chhattisgarh,9848,180,FALSE,3,691
wheat,31.31,08-09-2021,01-01-2021,medium,27.83,87.49,612,2284.27,7/16/2020,Loamy,Sorghum,Telangana,9994,202,FALSE,9,655
cotton,57.76,02-10-2022,09-06-2021,medium,48.1,52.35,613,2553.42,11-02-2022,Desert,Plum,Bihar,1911,172,FALSE,4,604
cotton,12.42,2/16/2020,01-10-2021,medium,45,-7.95,614,7955.24,9/14/2020,Loamy,Maize,Maharashtra,2736,686,TRUE,1,192
wheat,72.39,10/19/2020,11-02-2022,medium,47,49.39,615,9505.65,4/15/2020,Saline,Vegetables,Gujarat,2916,711,TRUE,1,613
wheat,72.37,2/24/2022,1/31/2021,high,18.26,16.71,616,6390.35,8/14/2021,Laterite,Peach,Assam,3930,903,TRUE,2,775
cotton,35.83,12/25/2022,09-08-2022,low,37.98,99.76,617,1576.32,07-08-2020,Peaty,Cumin,Jammu and Kashmir,4009,251,FALSE,4,899
soybeans,23.12,10/22/2021,11/16/2021,medium,8.04,49.85,618,3267.34,10/15/2022,Laterite,Soybean,Andhra Pradesh,9151,641,TRUE,8,553
rice,48.31,04-12-2020,3/14/2020,high,47.78,52.75,619,2237.21,8/13/2022,Saline,Vegetables,Kerala,3637,299,TRUE,10,805
soybeans,75.94,9/29/2020,9/19/2021,high,1.33,72.14,620,4307.25,11/17/2021,Red,Mustard,Punjab,278,50,TRUE,7,753
rice,5.61,4/15/2022,5/27/2022,high,31.5,59.29,621,6371.95,9/29/2020,Saline,Coriander,Maharashtra,7991,723,TRUE,6,806
cotton,79.67,8/30/2021,01-08-2022,medium,6.44,5.67,622,6910.65,1/25/2021,Saline,Peach,Haryana,8306,832,FALSE,2,145
soybeans,9.87,12-02-2020,09-08-2021,low,34.12,111.16,623,9646.46,04-01-2021,Black,Coriander,Telangana,2956,360,FALSE,6,521
soybeans,95.53,2/19/2021,11/24/2022,low,34.15,85.28,624,8082.73,9/24/2021,Alluvial,Cabbage,West Bengal,7895,111,FALSE,3,102
cotton,1.96,8/23/2021,8/21/2022,medium,38.03,0.81,625,3556.15,1/23/2022,Saline,Pulses,Tamil Nadu,7193,32,TRUE,1,505
rice,78.58,09-05-2022,7/13/2020,low,47.82,51.77,626,2229.61,3/15/2021,Clayey,Sesame,Telangana,3083,885,FALSE,6,584
wheat,76.95,7/22/2022,1/15/2020,medium,7.75,-7.17,627,5545.61,10/29/2022,Laterite,Guar,Rajasthan,9640,853,TRUE,5,189
rice,43.83,3/27/2021,07-12-2021,high,3.73,21.52,628,2407.55,11/16/2020,Clayey,Cumin,Assam,1817,370,FALSE,6,881
rice,47.5,8/17/2022,04-06-2021,low,45.9,116.22,629,6338.43,9/22/2022,Desert,Chili,Kerala,7641,607,FALSE,1,119
soybeans,33.7,5/19/2021,08-11-2021,medium,13.39,8.02,630,8627.01,9/16/2020,Peaty,Apple,Kerala,8237,168,FALSE,5,945
corn,59.21,07-01-2020,12/27/2021,high,2.89,49.17,631,258,06-09-2022,Black,Apple,Himachal Pradesh,8198,348,FALSE,5,917
wheat,16.95,12-02-2020,9/13/2021,high,28.16,78.28,632,6796.01,1/29/2022,Red,Millets,Assam,8326,575,FALSE,9,760
soybeans,31.32,4/20/2020,9/15/2021,low,15.22,110.62,633,6657.05,10-08-2020,Desert,Sorghum,Punjab,4829,879,FALSE,10,8
cotton,94.9,04-10-2021,06-10-2022,low,43.24,111.34,634,1305.77,7/24/2021,Black,Coffee,Kerala,5644,960,TRUE,2,630
rice,9.96,10/31/2020,5/29/2020,low,17.28,101.98,635,6706.12,07-08-2021,Loamy,Bajra (Pearl Millet),Haryana,4764,33,TRUE,10,109
wheat,89.86,11/16/2022,07-06-2022,low,25,17.16,636,7814.33,12-04-2021,Mountain,Chickpea,Uttar Pradesh,1010,931,FALSE,1,86
wheat,23.75,12-06-2022,11-07-2022,low,13.09,78.46,637,2829.23,11/14/2020,Peaty,Plum,Gujarat,5815,55,TRUE,4,397
soybeans,29.45,03-03-2022,06-12-2021,low,2.83,66.93,638,3812.33,5/23/2022,Black,Pineapple,Himachal Pradesh,8642,137,TRUE,10,283
soybeans,11.3,9/22/2021,03-08-2021,medium,20.75,13.67,639,3334.24,6/26/2021,Alluvial,Ragi,Maharashtra,5012,599,TRUE,3,254
cotton,25.42,05-12-2020,5/16/2021,medium,18.21,28.3,640,4202.9,11/19/2022,Red,Cotton,Haryana,3269,861,FALSE,3,539
soybeans,41.89,1/21/2022,9/16/2021,low,24.42,92.21,641,3482.63,06-12-2020,Red,Wheat,Maharashtra,5521,381,TRUE,5,537
wheat,11.55,7/15/2020,1/13/2022,medium,14.12,44.23,642,9754.95,12-04-2022,Saline,Sunflower,Andhra Pradesh,8996,154,TRUE,4,371
corn,30.33,4/19/2022,06-11-2020,medium,10.45,-17.66,643,122.32,07-12-2021,Clayey,Groundnut,Karnataka,1782,707,FALSE,8,345
cotton,87.69,10-11-2020,03-03-2022,low,6.83,92.37,644,3678.89,10/30/2020,Desert,Barley,Tamil Nadu,2447,832,FALSE,10,724
wheat,78.41,03-07-2020,02-01-2022,high,33.75,115.06,645,5395.55,4/28/2022,Loamy,Cabbage,Himachal Pradesh,9970,283,TRUE,7,445
soybeans,45.15,09-10-2022,8/13/2022,low,30.34,-3.66,646,6032.53,07-04-2022,Black,Potato,Uttarakhand,7457,895,FALSE,5,127
rice,66.82,4/27/2021,04-04-2020,low,31.65,9.26,647,72.84,8/29/2021,Alluvial,Tea,Punjab,9001,815,FALSE,1,751
soybeans,76.65,12-10-2020,4/19/2022,low,11.64,22.04,648,4704.84,9/26/2020,Loamy,Cumin,Kerala,7117,267,FALSE,4,731
wheat,66.71,6/20/2021,3/31/2022,medium,27.95,88.3,649,1351.32,04-06-2022,Alluvial,Sugarcane,Jammu and Kashmir,4644,800,TRUE,9,99
cotton,8.07,07-06-2020,11/18/2021,high,45.78,65.35,650,5422.84,09-05-2020,Clayey,Potato,Odisha,934,437,FALSE,3,617
wheat,7.06,1/24/2022,1/13/2021,low,41.35,-12.33,651,2602.07,4/20/2021,Loamy,Barley,Chhattisgarh,8460,540,FALSE,10,269
corn,28.09,3/31/2020,09-06-2021,high,35.33,110.57,652,1576.9,1/13/2022,Saline,Barley,Rajasthan,4032,604,FALSE,5,148
soybeans,55.47,09-03-2022,8/16/2020,high,42.6,48.39,653,1741.81,9/24/2020,Black,Chili,Andhra Pradesh,2750,293,FALSE,2,945
cotton,35.2,02-07-2021,07-06-2022,low,9.63,44.11,654,418.63,10-05-2021,Red,Peach,Uttarakhand,59,148,FALSE,8,820
wheat,63.85,8/13/2020,01-03-2022,medium,9.61,10.11,655,8483.95,1/22/2020,Black,Soybean,Assam,2805,208,FALSE,3,105
wheat,88.04,07-11-2022,12/19/2022,medium,34.51,65,656,735.27,12/18/2020,Laterite,Bajra (Pearl Millet),Chhattisgarh,6763,188,TRUE,8,617
corn,59.67,5/18/2021,06-12-2021,medium,20.11,44.32,657,940.23,02-06-2020,Clayey,Groundnut,Jammu and Kashmir,1415,896,FALSE,1,900
cotton,82.96,2/28/2022,6/17/2022,low,49.33,15.54,658,9929.99,9/21/2020,Alluvial,Pulses,Kerala,4711,906,FALSE,3,819
wheat,76.9,2/27/2022,8/15/2021,low,37.29,9.42,659,588.4,01-10-2021,Clayey,Millets,Maharashtra,6205,799,FALSE,7,495
rice,23.45,2/16/2021,6/24/2020,high,23.87,86.03,660,3932.11,10-08-2021,Red,Coriander,Uttar Pradesh,7467,541,TRUE,5,702
wheat,3.77,04-12-2021,10/17/2020,low,19.21,115.26,661,4529.32,1/19/2022,Laterite,Sugarcane,Assam,5583,422,TRUE,5,384
wheat,89.37,10-12-2020,9/18/2022,high,25.43,91.07,662,9922.09,05-07-2022,Alluvial,Tur (Pigeon Pea),Punjab,3545,890,FALSE,5,467
rice,74.7,11-04-2021,02-06-2021,medium,9.84,94.82,663,2793.19,10/15/2020,Desert,Tobacco,Uttarakhand,9037,498,FALSE,8,726
rice,84.46,11-06-2021,3/29/2021,medium,45.18,-17.5,664,6512.49,1/21/2020,Peaty,Cotton,Chhattisgarh,3866,973,FALSE,6,715
soybeans,21.78,12/19/2020,12-08-2020,high,28.48,39.8,665,1911.54,3/19/2021,Desert,Potato,Assam,2527,923,TRUE,10,328
corn,92.3,3/17/2022,4/15/2022,medium,32.09,49.07,666,5621.43,6/21/2021,Clayey,Sunflower,Punjab,6896,992,TRUE,7,1
cotton,3.54,11/22/2021,03-05-2021,medium,18.68,42.98,667,5747.27,03-04-2021,Laterite,Guar,Chhattisgarh,712,833,FALSE,2,499
rice,24.78,3/31/2020,04-11-2021,high,15.91,105.43,668,7676.42,5/18/2022,Mountain,Sesame,Punjab,2694,773,TRUE,10,555
cotton,25.29,2/25/2020,4/13/2021,low,24.39,70.08,669,1728.93,06-10-2021,Peaty,Mustard,Kerala,5225,668,TRUE,2,236
cotton,64.72,11-09-2020,09-03-2020,high,34.43,-1.86,670,5971.27,01-06-2021,Peaty,Rice,West Bengal,431,620,TRUE,9,760
wheat,27.86,3/21/2021,6/27/2022,low,10.81,22.66,671,7248.23,2/14/2021,Peaty,Cabbage,Chhattisgarh,8193,439,TRUE,9,954
soybeans,73.24,4/28/2020,2/23/2022,high,6.03,15.04,672,2361.11,5/28/2021,Peaty,Plum,Assam,2341,560,TRUE,10,185
wheat,60.95,9/13/2020,4/24/2020,high,28.72,56.92,673,2967,6/20/2021,Mountain,Cashew,Uttarakhand,4404,489,TRUE,4,795
cotton,70.21,01-09-2022,02-01-2020,medium,11.96,110.51,674,2170.36,2/24/2021,Red,Pineapple,Gujarat,901,723,TRUE,6,63
soybeans,52.3,07-05-2021,07-09-2020,high,6.34,84.19,675,295.78,4/30/2020,Peaty,Chickpea,Haryana,2073,335,TRUE,1,395
wheat,21.05,02-04-2020,12/29/2020,medium,22.3,31.91,676,615.97,04-03-2021,Alluvial,Areca nut,Bihar,2566,403,TRUE,7,687
wheat,53.26,02-07-2020,1/31/2021,high,27.68,-12.15,677,3465.77,03-10-2020,Peaty,Sunflower,Kerala,8142,34,TRUE,8,10
rice,50.94,4/27/2020,2/25/2020,low,24.76,87.4,678,6625.48,10/23/2021,Alluvial,Cashew,Haryana,9408,754,TRUE,3,569
rice,21.64,8/15/2022,11-07-2020,low,34.62,20.63,679,4537.3,4/18/2022,Peaty,Mustard,Uttar Pradesh,3830,562,FALSE,4,380
soybeans,24.59,01-01-2021,9/28/2021,low,5.36,59.52,680,8484.19,07-12-2020,Alluvial,Coffee,Maharashtra,815,163,TRUE,6,934
wheat,69.31,9/30/2021,9/28/2021,medium,23.64,104.73,681,9725.93,9/16/2021,Loamy,Chickpea,Madhya Pradesh,7968,48,FALSE,6,779
wheat,27.28,03-05-2021,11-05-2020,medium,30.11,1.21,682,566.79,2/21/2022,Black,Chickpea,Assam,2839,774,FALSE,1,516
soybeans,4.33,2/16/2020,05-12-2021,low,41.41,34.83,683,8198.47,05-11-2021,Desert,Guar,Rajasthan,1233,394,FALSE,4,726
wheat,52.86,01-03-2022,7/13/2022,low,44.65,106.38,684,7364.64,10/16/2021,Clayey,Potato,Rajasthan,9992,129,FALSE,4,207
rice,62.59,12/14/2021,1/20/2020,medium,43.44,6.71,685,6513.49,10/20/2022,Peaty,Date Palm,West Bengal,1988,768,FALSE,10,473
soybeans,77.05,2/14/2020,2/18/2021,low,6.73,95.2,686,9224.52,7/28/2021,Desert,Rice,Uttar Pradesh,1615,691,FALSE,7,327
wheat,85.06,12-01-2022,12-09-2022,low,17.34,37.06,687,7843.17,04-09-2021,Desert,Date Palm,Uttarakhand,2676,506,TRUE,6,394
soybeans,95.2,08-10-2020,10-11-2020,high,43.12,44.53,688,4870.06,11/27/2022,Red,Barley,Haryana,9541,575,TRUE,2,59
rice,90.07,09-01-2021,12-08-2020,medium,4.87,119.44,689,6040.13,1/25/2021,Laterite,Maize,Odisha,1572,177,TRUE,4,442
corn,26.47,05-07-2021,03-03-2020,medium,45.02,37.29,690,8639.41,02-03-2022,Peaty,Chili,Gujarat,6209,314,TRUE,4,128
rice,0.59,06-01-2022,09-11-2021,low,42.33,-13.18,691,7262.83,01-11-2020,Desert,Potato,Himachal Pradesh,9710,360,TRUE,5,626
cotton,68.09,6/13/2020,10/31/2022,low,34.38,39.32,692,5543.04,8/23/2022,Red,Pulses,Uttarakhand,457,473,FALSE,5,779
rice,6.08,03-11-2022,11-02-2022,medium,33.2,79.41,693,7285.59,7/14/2022,Saline,Cashew,Chhattisgarh,3104,340,FALSE,10,452
rice,22.94,5/22/2021,5/23/2021,low,48.64,71.17,694,7713.39,11/13/2020,Loamy,Date Palm,Uttarakhand,1588,62,FALSE,7,837
wheat,33.97,2/14/2021,8/15/2022,medium,3.67,69.19,695,3436.83,08-05-2021,Mountain,Jute,Bihar,7208,794,FALSE,1,526
rice,73.34,8/25/2022,02-06-2022,medium,45.41,97.92,696,5001.14,09-02-2022,Red,Barley,Himachal Pradesh,9368,809,TRUE,5,214
corn,22.45,1/21/2021,02-03-2020,high,37.88,-6.81,697,6371.88,3/25/2021,Laterite,Peach,Bihar,5228,823,TRUE,3,18
corn,59.2,11/24/2021,3/24/2021,low,44.76,22.59,698,9804.27,06-04-2022,Red,Millets,Telangana,8665,576,TRUE,10,980
wheat,0.24,6/21/2022,10/19/2022,low,40.28,47.9,699,2004.05,4/20/2020,Loamy,Rice,Gujarat,9926,563,TRUE,8,55
rice,1.1,10/15/2020,11-01-2020,high,19.72,48.03,700,8365.11,09-05-2022,Laterite,Mustard,Telangana,257,491,FALSE,6,892
soybeans,24.07,5/14/2020,2/27/2020,high,7.11,99.74,701,1257.46,7/29/2021,Desert,Mustard,Uttar Pradesh,545,969,TRUE,4,508
cotton,37.09,10-01-2022,01-12-2020,low,28.24,19.27,702,7135.9,08-08-2022,Alluvial,Lentil,Haryana,4665,910,FALSE,1,538
rice,46.63,04-09-2021,11/28/2020,low,30.1,14.69,703,2585.09,2/14/2020,Peaty,Chili,Tamil Nadu,9509,697,FALSE,6,916
wheat,35.46,01-07-2020,2/16/2022,low,0.23,-10.52,704,7503.18,12-04-2022,Peaty,Mustard,Bihar,8563,783,FALSE,8,805
rice,3.02,11/28/2021,12/16/2022,high,8.76,1.77,705,7892.97,11/14/2022,Red,Peach,Chhattisgarh,2632,365,FALSE,6,901
wheat,98.13,3/24/2021,7/18/2022,medium,17.41,41.43,706,5361.59,8/30/2021,Laterite,Coriander,Jammu and Kashmir,4922,355,TRUE,7,283
wheat,85.76,09-09-2020,11/23/2021,high,48.26,85.77,707,5214.99,12/17/2022,Saline,Millets,Haryana,2165,826,TRUE,9,982
soybeans,55.88,2/22/2021,9/30/2020,low,22.66,83.24,708,8098.05,6/17/2022,Mountain,Mustard,Kerala,96,660,FALSE,3,643
cotton,33.16,11-09-2022,1/28/2022,high,39.05,111.9,709,9477.97,12/24/2022,Mountain,Peach,West Bengal,2878,531,FALSE,6,711
wheat,40.56,3/19/2021,9/18/2021,high,43.73,16.47,710,1170.24,08-12-2021,Saline,Sunflower,West Bengal,1288,140,FALSE,3,765
soybeans,74.61,12/23/2021,12-01-2022,medium,33.5,-19.65,711,8153.54,10/29/2021,Mountain,Onion,Himachal Pradesh,2335,880,TRUE,6,383
wheat,48.17,9/23/2022,11/17/2020,high,22.52,12.12,712,5245.93,11/26/2022,Loamy,Bajra (Pearl Millet),Punjab,5526,204,FALSE,10,69
cotton,52.46,9/13/2022,10-10-2020,high,38.69,99.91,713,7246.29,12-11-2020,Peaty,Barley,Uttarakhand,8607,650,TRUE,3,63
cotton,2.44,06-08-2022,11-01-2022,high,3.05,31.7,714,3067.77,3/15/2020,Alluvial,Tea,Assam,9188,958,FALSE,5,127
rice,68.56,1/26/2022,4/14/2022,low,25.43,0.03,715,5775.48,2/28/2021,Clayey,Potato,Maharashtra,10,208,FALSE,1,647
cotton,20,10/24/2022,5/20/2021,high,22.19,105.09,716,2069.11,03-06-2021,Peaty,Coriander,Gujarat,871,55,FALSE,10,39
rice,99.5,1/20/2021,4/26/2020,high,18.72,9.7,717,5975.14,5/28/2020,Clayey,Sugarcane,Madhya Pradesh,71,628,TRUE,6,24
wheat,32.23,02-09-2020,10/26/2022,high,22.44,13.16,718,9140.11,5/15/2022,Mountain,Ragi,Telangana,2107,675,TRUE,1,373
cotton,96.04,4/21/2021,3/23/2021,high,12.81,-18.11,719,2154.81,3/18/2020,Black,Coriander,Maharashtra,4933,111,TRUE,9,327
rice,35.68,06-10-2020,7/18/2021,low,11.75,93.28,720,1092.71,3/26/2020,Clayey,Tur (Pigeon Pea),Punjab,9658,574,TRUE,4,323
rice,42.51,3/15/2021,3/23/2020,high,2.17,-13.6,721,5531.76,02-04-2020,Desert,Peanut,Gujarat,6658,341,FALSE,5,912
corn,12.34,11-01-2022,6/21/2020,high,27.29,25.72,722,5572.02,10-12-2020,Alluvial,Coriander,Assam,8108,917,FALSE,4,869
cotton,22.91,9/27/2021,05-12-2020,medium,24.09,100.95,723,6336.23,12/15/2020,Mountain,Sorghum,Himachal Pradesh,7768,985,TRUE,5,434
rice,41.71,08-07-2021,03-12-2020,high,45.09,107.21,724,99.58,12-06-2022,Mountain,Coriander,Haryana,7709,577,FALSE,2,101
soybeans,14.47,11-09-2022,3/19/2021,low,40.87,50.75,725,27.65,3/22/2020,Peaty,Barley,Tamil Nadu,4176,528,FALSE,6,771
corn,19.65,10/17/2021,8/20/2020,high,0.42,84.35,726,1959.88,05-04-2020,Black,Vegetables,Uttarakhand,6810,525,TRUE,4,762
cotton,21.05,9/21/2020,4/16/2021,high,22.72,17.77,727,3970.41,03-12-2021,Peaty,Areca nut,Haryana,4186,840,TRUE,3,813
cotton,96.24,3/29/2021,02-04-2022,low,7.99,76.56,728,857.83,1/19/2021,Peaty,Date Palm,Haryana,5623,431,TRUE,6,634
soybeans,71.51,1/30/2021,3/14/2021,low,46.55,1.19,729,3750.13,10-03-2020,Laterite,Ragi,Tamil Nadu,472,981,FALSE,5,809
soybeans,87.37,6/17/2020,6/27/2021,high,1.01,62.64,730,6587.18,12-02-2021,Desert,Bajra (Pearl Millet),Karnataka,8782,390,FALSE,9,320
corn,36.86,08-11-2021,8/26/2022,high,25.33,102.11,731,7373.59,3/30/2020,Saline,Millets,Rajasthan,5728,874,FALSE,1,243
wheat,97.83,03-07-2022,09-04-2022,low,5.88,13.53,732,8034.69,10/27/2021,Alluvial,Cumin,Uttar Pradesh,6591,573,FALSE,2,307
wheat,94.39,7/13/2021,1/31/2021,low,19.67,4.98,733,5212.6,5/25/2022,Desert,Pulses,Maharashtra,4096,239,TRUE,1,289
cotton,1,9/30/2021,6/16/2022,medium,16.67,75.38,734,9839.88,04-07-2020,Loamy,Apple,Andhra Pradesh,9407,40,FALSE,10,625
soybeans,74.96,5/18/2022,7/23/2022,low,22.16,82.96,735,1975.55,7/29/2022,Alluvial,Cashew,Uttarakhand,5452,572,TRUE,9,686
soybeans,48.62,07-09-2022,09-04-2021,medium,4.68,61.36,736,1288.98,8/16/2022,Desert,Peach,Haryana,7410,276,FALSE,4,722
corn,88,7/15/2021,6/29/2022,low,33.18,101.97,737,5597.2,7/13/2021,Saline,Cumin,Tamil Nadu,6215,692,TRUE,5,760
corn,96.42,5/19/2020,04-05-2020,medium,22.48,-1.8,738,5882.77,08-08-2020,Alluvial,Coriander,Uttarakhand,5954,830,TRUE,2,511
soybeans,50.03,1/15/2021,08-06-2022,medium,30.6,33.71,739,4529.15,2/26/2020,Peaty,Guar,Rajasthan,7192,788,FALSE,4,390
corn,89.02,6/17/2020,05-11-2020,medium,43.52,29.03,740,7497.07,02-05-2021,Peaty,Sugarcane,Karnataka,789,409,FALSE,9,142
wheat,33.01,11/16/2022,1/21/2020,medium,15.96,35.79,741,7845.02,09-12-2022,Laterite,Ragi,Odisha,8188,775,FALSE,4,944
soybeans,91.61,6/17/2021,06-07-2022,high,25.1,27.09,742,6620.75,02-09-2022,Alluvial,Millets,Odisha,3418,85,FALSE,1,596
wheat,13.32,06-02-2021,3/28/2020,low,18.92,90.44,743,7737.83,3/21/2022,Laterite,Peach,Bihar,1117,70,TRUE,1,779
cotton,12.25,03-09-2022,9/19/2020,high,9.33,-12.21,744,3298.9,02-04-2022,Mountain,Peach,Gujarat,7195,370,TRUE,9,748
cotton,79,11/20/2022,6/20/2022,medium,6.41,68.17,745,4904.19,9/14/2021,Red,Onion,Madhya Pradesh,2014,876,TRUE,4,507
rice,41.09,1/25/2021,7/31/2022,low,47.01,6.31,746,5483.68,2/27/2022,Red,Tobacco,Uttarakhand,4454,45,TRUE,9,783
wheat,47.35,02-12-2022,3/18/2021,high,29.76,35.91,747,3823.7,07-03-2020,Peaty,Tea,Uttarakhand,1847,7,FALSE,7,572
corn,62.56,05-03-2022,01-11-2020,medium,34.77,69.96,748,8692.94,6/14/2020,Alluvial,Groundnut,Maharashtra,6060,310,TRUE,8,346
rice,3.83,9/17/2021,10/26/2020,medium,10.84,-11.15,749,4232.64,4/13/2020,Loamy,Coffee,Kerala,7130,474,TRUE,8,52
cotton,94.92,8/14/2022,10/16/2022,low,28.91,-17.36,750,7066.58,3/20/2021,Peaty,Wheat,Karnataka,5988,940,TRUE,9,941
rice,25.82,08-09-2021,2/20/2022,low,20.58,5.61,751,1544.47,03-02-2021,Red,Peach,Tamil Nadu,1246,799,FALSE,7,330
rice,45.23,9/19/2022,08-04-2022,high,45.92,38.4,752,9365.91,8/29/2021,Red,Guar,Madhya Pradesh,3851,443,FALSE,8,98
rice,99.5,3/23/2020,09-07-2021,low,3.27,22.5,753,6645.48,02-04-2020,Black,Peanut,Chhattisgarh,7201,761,TRUE,1,615
wheat,61.21,07-09-2021,04-04-2020,high,22.57,20.8,754,2986.29,03-04-2020,Black,Sesame,Jammu and Kashmir,7231,511,FALSE,3,63
rice,25.6,09-02-2020,1/27/2020,medium,8.4,-11.1,755,16.08,4/22/2022,Black,Maize,Himachal Pradesh,2097,56,FALSE,7,69
corn,48.52,11/18/2021,6/16/2020,low,17.35,-17.06,756,5106.17,01-01-2020,Loamy,Potato,Assam,7231,537,FALSE,3,622
cotton,14.77,05-07-2022,10-05-2021,medium,11.1,59.46,757,7843.56,5/13/2020,Black,Peanut,Madhya Pradesh,8414,266,FALSE,2,548
corn,65.94,4/16/2022,02-01-2021,high,45.99,-17.78,758,7460.42,03-08-2020,Black,Sunflower,Kerala,6223,290,FALSE,6,353
rice,9.08,11/18/2021,9/25/2022,medium,24.56,60.01,759,6188.93,9/19/2020,Loamy,Sugarcane,Tamil Nadu,3567,62,FALSE,8,537
cotton,96.89,3/26/2021,07-05-2021,medium,28.9,-18.03,760,772.56,4/19/2020,Saline,Guar,Tamil Nadu,6245,737,FALSE,9,848
soybeans,37.11,10/21/2020,09-02-2020,low,31.92,0.43,761,8998.03,2/22/2021,Laterite,Tea,Himachal Pradesh,9286,698,TRUE,8,221
wheat,43.72,04-03-2020,12-08-2020,medium,29.08,76.25,762,7288.06,4/16/2022,Desert,Vegetables,Punjab,1,714,TRUE,8,775
rice,77.16,05-04-2020,03-05-2022,high,20.76,82.14,763,3953.87,1/22/2022,Saline,Sunflower,West Bengal,1021,547,FALSE,10,826
rice,67.26,06-03-2021,09-08-2021,low,45.48,16.81,764,4930.95,11-02-2022,Red,Coffee,Andhra Pradesh,8250,735,FALSE,10,740
soybeans,67.18,07-09-2020,8/25/2020,low,46.8,113.49,765,5970.14,5/20/2021,Alluvial,Tur (Pigeon Pea),Karnataka,3081,770,FALSE,5,860
cotton,0.4,1/27/2022,10/18/2021,medium,34.92,57.16,766,9954.72,7/27/2021,Black,Sesame,West Bengal,8918,816,FALSE,9,774
corn,26.07,11/14/2020,04-05-2020,medium,5.06,59.62,767,984.09,4/26/2022,Black,Pulses,Himachal Pradesh,619,282,TRUE,2,969
rice,39.92,04-09-2022,1/13/2020,low,14.93,51.69,768,2558.99,10/30/2022,Peaty,Wheat,Bihar,4484,870,FALSE,2,595
soybeans,0.6,8/24/2020,08-02-2020,low,40.64,71.67,769,8685.02,3/17/2021,Mountain,Ragi,Uttarakhand,5521,481,TRUE,5,613
corn,60.51,01-08-2020,11-07-2020,low,39.25,50.82,770,8015.9,02-03-2020,Mountain,Bajra (Pearl Millet),Haryana,1252,215,FALSE,1,53
corn,95.12,12/24/2022,7/15/2021,low,17.22,2.32,771,2199.67,11/24/2022,Red,Cotton,Chhattisgarh,3882,688,FALSE,10,377
cotton,92.24,9/15/2022,12-08-2021,medium,38.94,-4.4,772,5296.76,8/24/2020,Alluvial,Jute,Telangana,2567,307,TRUE,2,125
corn,61.18,07-09-2021,11/18/2022,medium,35.17,-3.37,773,9167.96,09-11-2020,Peaty,Cumin,Assam,9965,348,TRUE,6,901
wheat,76.16,11/25/2021,3/23/2022,medium,13.81,27.45,774,9365.33,7/26/2021,Peaty,Peach,Karnataka,2335,218,TRUE,8,142
corn,55.62,12/20/2021,06-10-2022,low,37.17,52.09,775,1010.06,12/25/2022,Clayey,Areca nut,Himachal Pradesh,6074,953,FALSE,6,18
corn,84.44,10-01-2022,11-04-2021,high,42.35,39.25,776,8295.38,07-06-2020,Peaty,Tea,Assam,3285,991,TRUE,3,637
cotton,1.57,07-04-2022,03-10-2021,high,8.63,-13.38,777,8757.22,08-09-2021,Alluvial,Vegetables,Telangana,2590,897,TRUE,6,258
soybeans,69.56,03-01-2020,05-07-2020,medium,29.35,-13.02,778,4790.87,07-01-2022,Saline,Wheat,Karnataka,3408,637,TRUE,4,976
soybeans,9.66,2/13/2022,04-12-2020,medium,37.96,101.72,779,4435.5,06-03-2020,Clayey,Pineapple,Bihar,5543,687,TRUE,6,418
cotton,32.17,10-08-2021,2/21/2022,medium,16.37,91.7,780,3569,9/18/2020,Black,Date Palm,Assam,9786,850,TRUE,3,287
corn,69.4,2/18/2020,10/30/2020,medium,4.67,105.57,781,3564.33,6/21/2020,Peaty,Cabbage,Maharashtra,8389,274,FALSE,10,624
